City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
255,Jizan,SA,2022-03-29 16:59:24,17.3333,42.6667,85.14,41,5,3.44,clear sky
256,Prado,BR,2022-03-29 16:59:24,-17.3411,-39.2208,83.86,63,26,8.32,scattered clouds
257,Porto Novo,BJ,2022-03-29 16:59:25,6.4965,2.6036,89.42,65,98,11.34,overcast clouds
258,Moose Jaw,CA,2022-03-29 16:59:25,50.4001,-105.5344,28.65,74,100,26.46,overcast clouds
259,East London,ZA,2022-03-29 16:59:25,-33.0153,27.9116,79.74,69,0,4.61,clear sky
260,Willowmore,ZA,2022-03-29 16:59:26,-33.2926,23.4895,75.06,30,56,10.04,broken clouds
261,Lac Du Bonnet,CA,2022-03-29 16:59:26,50.2536,-96.0612,34.25,64,98,10.13,overcast clouds
262,Nuuk,GL,2022-03-29 16:59:26,64.1835,-51.7216,23.88,92,9,8.99,clear sky
263,Cockburn Town,TC,2022-03-29 16:58:20,21.4612,-71.1419,76.71,62,15,17.87,few clouds
264,Bathsheba,BB,2022-03-29 16:59:27,13.2167,-59.5167,86.61,45,20,23.02,few clouds
265,Pervomaysk,UA,2022-03-29 16:59:27,48.0443,30.8507,56.89,38,95,8.75,overcast clouds
266,Tucuman,AR,2022-03-29 16:57:12,-26.8241,-65.2226,84.2,54,0,4.61,clear sky
267,Morondava,MG,2022-03-29 16:59:27,-20.2833,44.2833,77.77,87,9,11.7,light rain
268,Vyyezdnoye,RU,2022-03-29 17:00:28,55.3815,43.7864,19.96,93,92,2.82,overcast clouds
269,San Carlos De Bariloche,AR,2022-03-29 16:58:27,-41.1456,-71.3082,44.35,53,40,19.57,scattered clouds
270,Katherine,AU,2022-03-29 17:00:28,-14.4667,132.2667,77.32,73,71,4.61,broken clouds
271,Milkovo,RU,2022-03-29 17:00:28,54.7167,158.6167,10.96,86,86,6.53,overcast clouds
272,Wanning,CN,2022-03-29 17:00:29,18.8003,110.3967,74.26,93,47,5.97,scattered clouds
273,Biskamzha,RU,2022-03-29 17:00:29,53.4497,89.5272,23.07,96,97,3.56,overcast clouds
274,Kruisfontein,ZA,2022-03-29 17:00:29,-34.0033,24.7314,67.89,86,89,6.44,overcast clouds
275,Puerto Madero,MX,2022-03-29 17:00:30,14.7208,-92.4215,85.24,55,10,8.61,clear sky
276,Nola,IT,2022-03-29 17:00:30,40.922,14.5329,61.36,62,73,4.54,broken clouds
277,Hanna,CA,2022-03-29 17:00:30,51.6334,-111.9018,28.85,91,100,3.0,overcast clouds
278,Nabire,ID,2022-03-29 17:00:31,-3.3667,135.4833,74.8,93,100,3.58,light rain
279,Camuy,PR,2022-03-29 17:00:31,18.4838,-66.8449,84.16,73,46,10.0,scattered clouds
280,Egvekinot,RU,2022-03-29 17:00:32,66.3167,-179.1667,-10.21,85,13,13.27,few clouds
281,San Patricio,US,2022-03-29 17:00:32,28.017,-97.5169,79.18,60,94,25.59,overcast clouds
282,Iwanai,JP,2022-03-29 17:00:32,42.9744,140.5089,31.84,88,36,4.34,scattered clouds
283,Bethel,US,2022-03-29 17:00:33,41.3712,-73.414,37.49,44,0,12.66,clear sky
284,Ixtapa,MX,2022-03-29 17:00:33,20.7,-105.2,88.07,19,1,6.69,clear sky
285,Dudinka,RU,2022-03-29 17:00:33,69.4058,86.1778,26.56,95,100,16.8,light snow
286,Balikpapan,ID,2022-03-29 17:00:34,-1.2675,116.8289,77.99,94,20,2.3,few clouds
287,Zeliezovce,SK,2022-03-29 17:00:34,48.0508,18.6542,66.74,58,100,7.0,overcast clouds
288,Alofi,NU,2022-03-29 17:00:34,-19.0595,-169.9187,80.85,78,100,14.63,moderate rain
289,Jalu,LY,2022-03-29 17:00:35,29.0331,21.5482,74.91,20,0,9.48,clear sky
290,Redmond,US,2022-03-29 17:00:34,47.674,-122.1215,53.46,84,84,1.01,broken clouds
291,Vestmannaeyjar,IS,2022-03-29 17:00:35,63.4427,-20.2734,36.59,80,100,27.63,overcast clouds
292,Pitimbu,BR,2022-03-29 17:00:35,-7.4706,-34.8086,83.86,69,99,12.35,overcast clouds
293,Shenjiamen,CN,2022-03-29 17:00:36,29.9576,122.298,56.07,94,100,11.07,overcast clouds
294,Olafsvik,IS,2022-03-29 17:00:36,64.8945,-23.7142,35.87,79,96,7.38,overcast clouds
295,Yiyang,CN,2022-03-29 16:59:29,28.5892,112.3283,62.04,95,100,4.74,overcast clouds
296,Pangnirtung,CA,2022-03-29 17:00:36,66.1451,-65.7125,27.34,73,63,1.81,broken clouds
297,Beni,CD,2022-03-29 17:00:37,0.5,29.4667,64.83,98,100,1.52,light rain
298,San Ignacio,BZ,2022-03-29 17:00:37,17.1561,-89.0714,81.72,67,67,8.12,broken clouds
299,Castro,BR,2022-03-29 17:00:37,-24.7911,-50.0119,79.36,51,16,2.35,few clouds
300,Muyezerskiy,RU,2022-03-29 17:00:38,63.9333,31.65,20.93,88,100,10.42,overcast clouds
301,Arica,CL,2022-03-29 17:00:38,-18.475,-70.3042,72.82,68,39,7.29,scattered clouds
302,Palmerston,AU,2022-03-29 17:00:00,-12.486,130.9833,80.58,85,100,4.61,light rain
303,Tambo,PE,2022-03-29 17:00:38,-14.8,-73.9167,47.57,63,91,3.96,light rain
304,Maibong,IN,2022-03-29 17:00:39,25.3,93.1667,72.43,58,40,1.54,scattered clouds
305,Dong Hoi,VN,2022-03-29 17:00:39,17.4833,106.6,72.27,86,95,2.39,overcast clouds
306,Dubuque,US,2022-03-29 16:57:27,42.4833,-90.8668,37.85,37,92,18.45,overcast clouds
307,Richards Bay,ZA,2022-03-29 17:00:39,-28.783,32.0377,75.06,75,0,17.18,clear sky
308,Malakal,SS,2022-03-29 17:00:14,9.5334,31.6605,92.7,12,27,4.25,scattered clouds
309,Asosa,ET,2022-03-29 17:00:40,10.0667,34.5333,77.31,22,30,2.17,scattered clouds
310,Leningradskiy,RU,2022-03-29 17:00:40,69.3833,178.4167,-21.23,100,27,4.16,scattered clouds
311,Birr,IE,2022-03-29 17:00:40,53.0914,-7.9133,56.21,69,49,3.91,scattered clouds
312,Bjornevatn,NO,2022-03-29 16:58:20,69.6672,29.9847,25.14,86,75,16.11,broken clouds
313,Serenje,ZM,2022-03-29 17:00:40,-13.2325,30.2352,62.38,98,53,7.18,broken clouds
314,Vangaindrano,MG,2022-03-29 17:00:41,-23.35,47.6,72.52,89,40,8.5,light rain
315,Kavadarci,MK,2022-03-29 17:01:41,41.4331,22.0119,56.5,57,58,2.57,broken clouds
316,Aloleng,PH,2022-03-29 17:01:41,16.1307,119.7824,82.72,69,91,10.63,overcast clouds
317,Treinta Y Tres,UY,2022-03-29 17:01:42,-33.2333,-54.3833,87.3,33,0,15.73,clear sky
318,Lagoa,PT,2022-03-29 17:01:42,39.05,-27.9833,60.39,94,74,12.82,broken clouds
319,Dunedin,NZ,2022-03-29 17:01:42,-45.8742,170.5036,59.81,85,99,4.0,overcast clouds
320,Talaya,RU,2022-03-29 17:01:42,61.3833,152.75,-0.56,99,100,3.22,overcast clouds
321,Straumen,NO,2022-03-29 17:01:43,63.8709,11.2999,35.6,60,16,4.88,few clouds
322,Singaraja,ID,2022-03-29 17:01:43,-8.112,115.0882,79.2,80,87,4.68,overcast clouds
323,Torbat-E Jam,IR,2022-03-29 17:01:43,35.244,60.6225,45.0,52,11,6.78,few clouds
324,Huanuco,PE,2022-03-29 17:01:44,-9.9329,-76.2415,76.33,56,92,8.48,overcast clouds
325,Shetpe,KZ,2022-03-29 17:01:44,44.1667,52.1167,40.42,84,2,24.02,clear sky
326,Itirucu,BR,2022-03-29 17:01:44,-13.5317,-40.1503,77.74,60,82,6.44,broken clouds
327,Iqaluit,CA,2022-03-29 17:01:18,63.7506,-68.5145,20.7,79,97,4.76,overcast clouds
328,Xihe,CN,2022-03-29 17:01:45,31.6864,113.4659,58.96,77,55,3.83,broken clouds
329,Salaga,GH,2022-03-29 17:01:45,8.5508,-0.5188,101.95,20,97,6.58,overcast clouds
330,Chipinge,ZW,2022-03-29 17:01:45,-20.1883,32.6236,60.44,81,21,6.08,few clouds
331,Huilong,CN,2022-03-29 17:01:46,31.8111,121.655,54.93,96,99,15.35,overcast clouds
332,Kars,TR,2022-03-29 17:01:46,40.602,43.095,13.03,88,31,1.57,scattered clouds
333,Monster,NL,2022-03-29 17:01:46,52.0258,4.175,54.99,67,57,5.99,broken clouds
334,Korla,CN,2022-03-29 17:00:29,41.7597,86.1469,54.25,27,100,7.72,overcast clouds
335,Kidal,ML,2022-03-29 17:01:22,18.4411,1.4078,96.1,4,2,14.0,clear sky
336,Taoudenni,ML,2022-03-29 17:01:47,22.6783,-3.9836,103.89,5,23,16.02,few clouds
337,Redwater,US,2022-03-29 17:01:47,33.3582,-94.2544,75.22,72,100,10.49,overcast clouds
338,Athabasca,CA,2022-03-29 17:01:47,54.7169,-113.2854,33.71,84,24,8.59,few clouds
339,Beyneu,KZ,2022-03-29 17:01:48,45.3167,55.2,41.97,61,1,12.06,clear sky
340,Carmarthen,GB,2022-03-29 17:01:48,51.8555,-4.3054,54.9,86,98,3.18,overcast clouds
341,Vetluga,RU,2022-03-29 17:01:48,57.8557,45.781,23.61,89,97,8.39,overcast clouds
342,Belmonte,BR,2022-03-29 17:01:49,-15.8631,-38.8828,84.04,58,12,8.25,few clouds
343,Amahai,ID,2022-03-29 17:01:49,-3.3333,128.9167,77.43,82,100,3.56,light rain
344,Korem,ET,2022-03-29 17:01:49,12.5058,39.5228,56.1,41,30,6.67,scattered clouds
345,Gat,IL,2022-03-29 17:01:50,31.61,34.7642,71.4,42,30,4.72,scattered clouds
346,Otane,NZ,2022-03-29 17:01:50,-39.8833,176.6333,62.01,99,100,4.03,overcast clouds
347,Bonthe,SL,2022-03-29 17:01:50,7.5264,-12.505,83.98,60,73,12.84,broken clouds
348,Hirara,JP,2022-03-29 17:01:50,24.8,125.2833,73.85,91,100,16.49,overcast clouds
349,Krasnorechenskiy,RU,2022-03-29 17:01:51,44.6265,135.3532,33.19,97,100,10.63,light snow
350,Shelburne,CA,2022-03-29 17:01:51,44.0787,-80.2041,27.9,55,56,10.13,broken clouds
351,Bengkulu,ID,2022-03-29 17:01:51,-3.8004,102.2655,76.5,82,100,5.39,overcast clouds
352,Port Hedland,AU,2022-03-29 17:01:52,-20.3167,118.5667,84.25,70,8,4.61,clear sky
353,Iquitos,PE,2022-03-29 17:01:32,-3.7481,-73.2472,72.64,96,100,2.62,overcast clouds
354,Yakeshi,CN,2022-03-29 17:01:52,49.2833,120.7333,1.35,86,3,2.91,clear sky
355,Coquimbo,CL,2022-03-29 17:01:53,-29.9533,-71.3436,67.28,64,0,6.44,clear sky
356,Celestun,MX,2022-03-29 17:01:53,20.8667,-90.4,85.24,48,0,7.61,clear sky
357,Fare,PF,2022-03-29 17:01:54,-16.7,-151.0167,82.69,69,15,17.43,few clouds
358,Sorgun,TR,2022-03-29 17:01:54,39.8101,35.186,46.74,51,100,7.78,overcast clouds
359,Bosaso,SO,2022-03-29 17:01:54,11.2842,49.1816,79.59,67,14,3.15,few clouds
360,Bentong,MY,2022-03-29 17:01:54,3.5181,101.9079,75.61,94,86,1.25,overcast clouds
361,Laguna,US,2022-03-29 17:01:55,38.421,-121.4238,61.09,93,75,1.99,mist
362,Tual,ID,2022-03-29 17:01:55,-5.6667,132.75,82.69,73,100,12.35,overcast clouds
363,Ust-Omchug,RU,2022-03-29 17:02:56,61.15,149.6333,-3.33,93,100,3.71,overcast clouds
364,Nelson Bay,AU,2022-03-29 17:02:56,-32.7167,152.15,73.99,91,100,10.98,overcast clouds
365,Pakxan,LA,2022-03-29 17:02:56,18.3778,103.6601,76.14,73,5,3.98,clear sky
366,Zhigansk,RU,2022-03-29 17:02:56,66.7697,123.3711,7.18,96,100,6.26,overcast clouds
367,Dzaoudzi,YT,2022-03-29 17:02:57,-12.7887,45.2699,82.29,83,75,8.05,broken clouds
368,Gap,FR,2022-03-29 17:02:57,44.6667,6.0,43.57,41,100,4.65,overcast clouds
369,Hailar,CN,2022-03-29 17:02:57,49.2,119.7,18.39,39,3,3.6,clear sky
370,Santa Marta,CO,2022-03-29 17:02:58,11.2408,-74.199,83.01,70,78,14.18,broken clouds
371,Rio Grande,BR,2022-03-29 17:02:58,-32.035,-52.0986,90.95,53,3,11.95,clear sky
372,Harper,LR,2022-03-29 17:02:58,4.375,-7.7169,83.71,75,63,10.47,broken clouds
373,Harwich,GB,2022-03-29 17:02:59,51.9419,1.2844,46.99,84,85,8.99,overcast clouds
374,Oktyabrskiy,RU,2022-03-29 17:02:59,54.4815,53.471,33.49,95,97,15.99,overcast clouds
375,Itsukaichi,JP,2022-03-29 17:02:59,35.7253,139.2178,50.25,73,96,0.38,overcast clouds
376,Lompoc,US,2022-03-29 17:00:59,34.6391,-120.4579,61.12,85,75,11.5,broken clouds
377,Hoquiam,US,2022-03-29 17:00:44,46.9809,-123.8893,48.99,89,100,0.0,overcast clouds
378,Westport,US,2022-03-29 17:02:59,41.1415,-73.3579,39.42,40,0,16.11,clear sky
379,Ozernovskiy,RU,2022-03-29 17:03:00,51.5,156.5167,28.94,68,100,18.43,overcast clouds
380,Inverell,AU,2022-03-29 17:03:00,-29.7833,151.1167,60.12,96,100,3.0,light rain
381,Birjand,IR,2022-03-29 17:03:00,32.8663,59.2211,50.72,29,0,5.73,clear sky
382,Cidreira,BR,2022-03-29 17:03:00,-30.1811,-50.2056,78.85,64,0,10.33,clear sky
383,Hokitika,NZ,2022-03-29 17:03:01,-42.7167,170.9667,58.82,90,100,2.55,overcast clouds
384,Sonipat,IN,2022-03-29 17:03:01,28.9833,77.0167,84.2,10,0,7.85,clear sky
385,Buluang,PH,2022-03-29 17:03:01,13.3068,123.3425,74.82,92,21,3.74,few clouds
386,Nobres,BR,2022-03-29 17:03:02,-14.7203,-56.3275,89.55,57,49,3.98,scattered clouds
387,Kuryk,KZ,2022-03-29 17:03:02,43.2,51.65,45.14,83,1,23.2,clear sky
388,Myslenice,PL,2022-03-29 17:03:02,49.8338,19.9383,54.72,78,100,3.85,overcast clouds
389,Bandarbeyla,SO,2022-03-29 17:03:03,9.4942,50.8122,79.54,78,9,17.67,light rain
390,Praia Da Vitoria,PT,2022-03-29 17:03:03,38.7333,-27.0667,61.47,93,88,15.32,overcast clouds
391,Mount Isa,AU,2022-03-29 16:59:23,-20.7333,139.5,74.97,29,2,8.05,clear sky
392,Tingi,TZ,2022-03-29 17:03:03,-11.3,35.0333,64.44,95,64,2.21,light rain
393,Padang,ID,2022-03-29 17:03:04,-0.9492,100.3543,76.06,71,12,4.59,few clouds
394,Carutapera,BR,2022-03-29 17:03:04,-1.195,-46.02,76.14,95,100,2.19,moderate rain
395,Krasnyy Chikoy,RU,2022-03-29 17:03:04,50.3643,108.7512,10.06,97,75,1.83,broken clouds
396,Damara,CF,2022-03-29 17:03:05,4.9608,18.7035,89.69,26,50,4.81,scattered clouds
397,Jibuti,DJ,2022-03-29 17:03:05,11.5,42.5,77.65,35,20,10.89,few clouds
398,Matagami,CA,2022-03-29 17:03:06,49.7502,-77.6328,17.49,79,100,9.17,overcast clouds
399,Caravelas,BR,2022-03-29 17:03:06,-17.7125,-39.2481,84.94,58,9,8.52,clear sky
400,Avera,US,2022-03-29 17:03:06,33.194,-82.5271,63.91,39,95,8.23,overcast clouds
401,Coihaique,CL,2022-03-29 17:00:05,-45.5752,-72.0662,45.21,69,94,7.38,overcast clouds
402,Payson,US,2022-03-29 17:00:28,40.0444,-111.7321,53.91,68,100,5.99,overcast clouds
403,Oranjemund,NA,2022-03-29 17:03:07,-28.55,16.4333,64.2,84,79,5.55,broken clouds
404,Waipawa,NZ,2022-03-29 17:03:08,-41.4122,175.5153,58.41,98,100,2.28,overcast clouds
405,Usinsk,RU,2022-03-29 17:03:08,65.9939,57.5281,9.05,90,98,5.64,overcast clouds
406,Kaitangata,NZ,2022-03-29 17:03:09,-46.2817,169.8464,52.81,95,56,2.01,broken clouds
407,San Pedro,PH,2022-03-29 17:03:09,14.35,121.0167,83.35,77,71,10.49,broken clouds
408,Salalah,OM,2022-03-29 17:03:10,17.0151,54.0924,81.5,38,0,3.91,clear sky
409,Nemuro,JP,2022-03-29 17:03:10,43.3236,145.575,35.04,82,14,25.68,few clouds
410,Deputatskiy,RU,2022-03-29 17:03:10,69.3,139.9,-19.93,100,98,1.61,overcast clouds
411,Marsa Matruh,EG,2022-03-29 17:04:11,31.3525,27.2453,61.41,69,28,10.71,scattered clouds
412,Isangel,VU,2022-03-29 17:04:11,-19.55,169.2667,79.03,87,100,7.52,overcast clouds
413,Amga,RU,2022-03-29 17:04:11,60.8953,131.9608,18.43,92,100,9.15,light snow
414,Dingle,PH,2022-03-29 17:04:12,10.9995,122.6711,77.52,83,86,7.81,overcast clouds
415,Walvis Bay,NA,2022-03-29 17:04:12,-22.9575,14.5053,63.09,68,20,12.88,few clouds
416,Barentu,ER,2022-03-29 17:04:13,15.1139,37.5928,85.62,20,23,13.62,few clouds
417,Seydi,TM,2022-03-29 17:04:13,39.4816,62.9137,44.47,23,0,6.49,clear sky
418,Norman Wells,CA,2022-03-29 17:04:13,65.282,-126.8329,5.13,94,100,0.67,light snow
419,Trairi,BR,2022-03-29 17:04:14,-3.2778,-39.2689,79.79,88,100,8.95,overcast clouds
420,Kailua,US,2022-03-29 17:03:13,21.4022,-157.7394,74.14,91,96,1.01,overcast clouds
421,Kemijarvi,FI,2022-03-29 17:04:14,66.7131,27.4306,24.64,82,100,13.2,overcast clouds
422,Mount Gambier,AU,2022-03-29 17:04:15,-37.8333,140.7667,57.2,65,79,7.72,broken clouds
423,Moose Factory,CA,2022-03-29 17:04:15,51.2585,-80.6094,19.38,27,0,13.8,clear sky
424,Cruzeiro Do Oeste,BR,2022-03-29 17:01:47,-23.785,-53.0733,84.58,57,3,9.08,clear sky
425,Dosso,NE,2022-03-29 17:04:15,13.049,3.1937,98.28,3,12,10.71,few clouds
426,Trojes,AL,2022-03-29 17:04:16,41.756,19.962,54.09,54,29,2.89,scattered clouds
427,Kuliyapitiya,LK,2022-03-29 17:04:16,7.4688,80.0401,83.88,94,38,3.04,scattered clouds
428,Novikovo,RU,2022-03-29 17:04:17,51.1537,37.8879,45.97,90,84,11.36,light rain
429,Ulladulla,AU,2022-03-29 17:04:17,-35.35,150.4667,67.77,95,100,9.28,light rain
430,Vermillion,US,2022-03-29 17:00:34,42.7794,-96.9292,46.71,66,100,17.76,overcast clouds
431,Gorontalo,ID,2022-03-29 17:04:17,0.5412,123.0595,74.35,94,75,2.98,broken clouds
432,Cartagena,CO,2022-03-29 17:01:51,10.3997,-75.5144,85.77,63,100,9.28,overcast clouds
433,Saint-Augustin,CA,2022-03-29 17:04:18,51.226,-58.6502,32.81,100,100,17.98,light snow
434,Paamiut,GL,2022-03-29 17:04:19,61.994,-49.6678,30.78,66,2,1.19,clear sky
435,Torit,SS,2022-03-29 17:00:17,4.4133,32.5678,82.8,48,98,2.91,overcast clouds
436,Maniitsoq,GL,2022-03-29 17:04:19,65.4167,-52.9,27.86,84,95,10.98,overcast clouds
437,Fort Frances,CA,2022-03-29 17:04:19,48.5999,-93.4003,37.62,40,100,11.5,overcast clouds
438,Manzhouli,CN,2022-03-29 17:04:20,49.6,117.4333,19.31,27,52,1.86,broken clouds
439,Ponta Delgada,PT,2022-03-29 17:04:20,37.7333,-25.6667,61.52,94,75,11.5,mist
440,Acapulco,MX,2022-03-29 17:00:20,16.8634,-99.8901,84.4,36,2,6.58,clear sky
441,Yekepa,LR,2022-03-29 17:04:21,7.5753,-8.5419,89.91,36,50,2.71,scattered clouds
442,Necochea,AR,2022-03-29 17:04:21,-38.5473,-58.7368,69.33,44,60,21.97,broken clouds
443,Sakaiminato,JP,2022-03-29 17:04:21,35.55,133.2333,51.89,77,0,7.74,clear sky
444,Kahului,US,2022-03-29 17:02:49,20.8947,-156.47,74.84,79,100,4.0,overcast clouds
445,Teberda,RU,2022-03-29 17:04:22,43.4456,41.7448,31.8,76,66,8.25,broken clouds
446,Antalaha,MG,2022-03-29 17:04:22,-14.9003,50.2788,77.02,86,5,8.55,clear sky
447,Sioux Lookout,CA,2022-03-29 17:04:22,50.1001,-91.917,31.51,87,100,9.89,overcast clouds
448,Iquique,CL,2022-03-29 17:04:23,-20.2208,-70.1431,71.53,65,1,8.48,clear sky
449,Muzhi,RU,2022-03-29 17:04:23,65.3667,64.6667,10.98,94,92,3.94,overcast clouds
450,Makakilo City,US,2022-03-29 17:04:23,21.3469,-158.0858,72.68,83,0,4.61,clear sky
451,Butzow,DE,2022-03-29 17:04:23,53.85,11.9833,46.65,62,100,10.33,overcast clouds
452,Kourou,GF,2022-03-29 17:00:06,5.1552,-52.6478,84.25,64,70,10.6,broken clouds
453,Inndyr,NO,2022-03-29 17:04:24,67.0338,14.0276,32.04,66,100,17.07,light snow
454,Puchov,SK,2022-03-29 17:04:24,49.1249,18.326,62.89,72,100,1.99,overcast clouds
455,Canoinhas,BR,2022-03-29 17:05:25,-26.1772,-50.39,83.41,39,10,3.4,clear sky
456,Koygorodok,RU,2022-03-29 17:05:25,60.445,50.9968,19.99,96,100,4.29,overcast clouds
457,Saravena,CO,2022-03-29 17:05:25,6.9538,-71.8752,81.91,67,98,4.23,overcast clouds
458,Barmer,IN,2022-03-29 17:05:26,25.75,71.3833,82.24,27,0,10.13,clear sky
459,Port Said,EG,2022-03-29 17:02:57,31.2565,32.2841,63.52,64,2,6.87,clear sky
460,Nizhneangarsk,RU,2022-03-29 17:05:26,55.7833,109.55,1.15,86,62,5.44,broken clouds
461,Komsomolskiy,UZ,2022-03-29 17:05:27,40.4272,71.7189,47.84,51,100,8.21,overcast clouds
462,Searcy,US,2022-03-29 17:05:27,35.2506,-91.7363,69.98,79,100,11.5,overcast clouds
463,Mandera,KE,2022-03-29 17:05:27,3.9366,41.867,93.92,22,40,9.01,scattered clouds
464,Chumikan,RU,2022-03-29 17:05:28,54.7183,135.315,16.25,97,99,2.55,light snow
465,Wanaka,NZ,2022-03-29 17:00:43,-44.7,169.15,54.1,88,79,1.23,broken clouds
466,Esil,KZ,2022-03-29 17:05:28,51.9556,66.4042,22.26,93,69,25.21,light snow
467,Okhotsk,RU,2022-03-29 17:05:28,59.3833,143.3,0.09,84,58,9.15,broken clouds
468,Kununurra,AU,2022-03-29 17:05:29,-15.7667,128.7333,76.98,83,71,2.3,broken clouds
469,Blind River,CA,2022-03-29 17:05:29,46.1834,-82.9582,26.4,55,21,5.57,few clouds
470,Tocopilla,CL,2022-03-29 17:05:29,-22.092,-70.1979,71.35,70,14,9.82,few clouds
471,Kirkwood,US,2022-03-29 17:05:29,38.5834,-90.4068,53.47,55,100,24.16,overcast clouds
472,Lorengau,PG,2022-03-29 17:01:19,-2.0226,147.2712,81.21,82,99,10.94,overcast clouds
473,Sorong,ID,2022-03-29 17:05:30,-0.8833,131.25,80.04,80,100,4.61,overcast clouds
474,Vao,NC,2022-03-29 17:05:30,-22.6667,167.4833,78.37,83,98,16.69,overcast clouds
475,Okha,RU,2022-03-29 17:05:31,53.5739,142.9478,27.28,96,100,21.74,snow
476,Vignola,IT,2022-03-29 17:05:31,44.483,11.0048,63.91,45,100,3.4,overcast clouds
477,Shitanjing,CN,2022-03-29 17:05:14,39.2342,106.3439,41.83,30,37,7.09,scattered clouds
478,Denpasar,ID,2022-03-29 17:05:16,-8.65,115.2167,80.26,83,20,1.14,few clouds
479,Nicoya,CR,2022-03-29 17:05:31,10.1483,-85.452,95.67,35,99,6.55,overcast clouds
480,Labuhan,ID,2022-03-29 17:05:32,-6.8844,112.2051,79.38,85,90,4.12,light rain
481,Abancay,PE,2022-03-29 17:05:32,-13.6339,-72.8814,69.67,61,84,4.0,broken clouds
482,Socorro,US,2022-03-29 17:05:33,31.6546,-106.3033,72.59,11,40,28.77,scattered clouds
483,Geraldton,AU,2022-03-29 17:05:33,-28.7667,114.6,72.01,83,99,21.85,overcast clouds
484,Boyabat,TR,2022-03-29 17:05:33,41.4689,34.7667,55.53,58,100,3.09,overcast clouds
485,Qui Nhon,VN,2022-03-29 17:01:19,13.7667,109.2333,74.89,92,74,6.87,broken clouds
486,Peniche,PT,2022-03-29 17:05:34,39.3558,-9.3811,63.28,81,25,20.09,scattered clouds
487,Marshall,US,2022-03-29 17:01:52,34.3834,-86.3333,70.3,52,0,8.05,clear sky
488,San Ramon De La Nueva Oran,AR,2022-03-29 17:00:41,-23.1322,-64.326,93.34,37,0,2.82,clear sky
489,Benghazi,LY,2022-03-29 17:05:34,32.1167,20.0667,60.21,75,28,8.68,scattered clouds
490,Marion,US,2022-03-29 17:02:57,39.7684,-86.1555,41.23,50,100,16.11,overcast clouds
491,Escanaba,US,2022-03-29 17:02:27,45.7453,-87.0646,36.25,54,94,11.23,overcast clouds
492,Akyab,MM,2022-03-29 17:05:35,20.15,92.9,78.98,86,40,3.18,scattered clouds
493,Uppsala,SE,2022-03-29 17:05:35,60.0,17.75,27.91,43,72,9.22,broken clouds
494,Slave Lake,CA,2022-03-29 17:05:35,55.2834,-114.769,38.8,67,45,5.82,scattered clouds
495,Hovd,MN,2022-03-29 17:05:36,48.0056,91.6419,29.55,38,1,3.98,clear sky
496,Leshukonskoye,RU,2022-03-29 17:05:36,64.8989,45.7622,16.95,85,69,7.78,broken clouds
497,Gardabani,GE,2022-03-29 17:05:36,41.4605,45.0928,48.29,56,7,2.37,clear sky
498,Salvador,SV,2022-03-29 17:05:37,13.8333,-88.9167,84.06,35,85,0.31,overcast clouds
499,Buala,SB,2022-03-29 17:05:37,-8.145,159.5921,79.79,82,82,3.4,broken clouds
500,Bilibino,RU,2022-03-29 17:05:37,68.0546,166.4372,-5.03,82,100,4.83,overcast clouds
501,Comal,US,2022-03-29 17:05:37,29.8169,-98.3003,76.93,65,100,8.01,overcast clouds
502,Luanda,AO,2022-03-29 17:06:38,-8.8368,13.2343,78.67,84,81,12.01,light rain
503,Shingu,JP,2022-03-29 17:06:38,33.7333,135.9833,51.87,91,37,4.74,scattered clouds
504,Garoua,CM,2022-03-29 17:06:39,9.3,13.4,94.87,6,21,1.74,few clouds
505,Fez,MA,2022-03-29 17:06:39,34.0372,-4.9998,55.65,94,75,16.11,broken clouds
506,Price,US,2022-03-29 17:06:39,39.5994,-110.8107,43.12,93,100,3.44,overcast clouds
507,Ouegoa,NC,2022-03-29 17:06:40,-20.35,164.4333,78.69,87,100,10.67,overcast clouds
508,La Maddalena,IT,2022-03-29 17:06:40,41.2142,9.4083,59.16,84,95,18.99,overcast clouds
509,Saint-Pierre,RE,2022-03-29 17:06:40,-21.3393,55.4781,76.68,91,100,24.16,overcast clouds
510,Half Moon Bay,US,2022-03-29 17:06:40,37.4636,-122.4286,58.6,86,100,10.36,mist
511,Shu,KZ,2022-03-29 17:06:41,43.5983,73.7614,37.17,51,91,6.71,overcast clouds
512,Quimper,FR,2022-03-29 17:06:41,48.0,-4.1,61.38,63,20,9.22,few clouds
513,Pemangkat,ID,2022-03-29 17:06:41,1.1667,108.9667,79.81,81,99,2.8,overcast clouds
514,Naze,JP,2022-03-29 17:06:42,28.3667,129.4833,65.12,87,90,17.36,overcast clouds
515,Alta Floresta,BR,2022-03-29 17:06:42,-9.8756,-56.0861,80.33,88,100,3.49,overcast clouds
516,Paris,FR,2022-03-29 17:03:57,48.8534,2.3488,57.78,81,100,8.05,overcast clouds
517,Ewa Beach,US,2022-03-29 17:06:42,21.3156,-158.0072,74.08,83,0,4.61,clear sky
518,Khadro,PK,2022-03-29 17:06:43,26.1472,68.7176,80.64,17,0,10.45,clear sky
519,Bozova,TR,2022-03-29 17:06:43,37.3625,38.5267,56.32,55,100,3.67,overcast clouds
